id;Full Name;Title;Genre;isLoaned;isReviewed;ratedAt
339;Cole Daniel;Ragdoll. Ultima ta zi;P42_THRILLER;;;V
340;Cole Daniel;Ragdoll. Ultima ta zi;P42_THRILLER;;;I
341;Coleridge;Balada batranului marinar;P16_POETRY;;;II
342;Coleridge;Balada batranului marinar;P16_POETRY;;;III
343;Colin Campbell;Integral;R1_MEDICINE_GENERAL;;;IV
344;Colin Campbell;Integral09 ;R1_MEDICINE_GENERAL;;;V
345;Colin Campbell;Studiul China;R1_MEDICINE_GENERAL;;;I
346;Colin Campbell;Studiul China;R1_MEDICINE_GENERAL;;;II
347;Colin Falconer;Anastasia;P43_ACTION;;;III
348;Colin Falconer;Anastasia;P43_ACTION;;;IV
349;Colin Falconer;Aztec 3.0 ;P43_ACTION;;;I
350;Colin Falconer;Aztec 4.0 ;P43_ACTION;;;II
351;Colin Falconer;Banzai;P43_ACTION;;;III
352;Colin Falconer;Banzai;P43_ACTION;;;IV
353;Colin Falconer;Ceasul mortii;P43_ACTION;;;V
354;Colin Falconer;Ceasul mortii;P43_ACTION;;;I
355;Colin Falconer;Cleopatra, cand eram zei;P43_ACTION;;;II
356;Colin Falconer;Cleopatra, cand eram zei;P43_ACTION;;;III
357;Colin Falconer;Demonii;P43_ACTION;;;IV
358;Colin Falconer;Demonii;P43_ACTION;;;V
359;Colin Falconer;Frumoasa mea spioana;P43_ACTION;;;I
360;Colin Falconer;Frumoasa mea spioana;P43_ACTION;;;II
361;Colin Falconer;Furie 3.0 ;P43_ACTION;;;III
362;Colin Falconer;Furie 3.0 ;P43_ACTION;;;IV
363;Colin Falconer;Harem;P43_ACTION;;;V
364;Colin Falconer;Harem;P43_ACTION;;;I
365;Colin Falconer;Infern;P43_ACTION;;;II
366;Colin Falconer;Infern;P43_ACTION;;;III
367;Colin Falconer;Perle;P43_ACTION;;;IV
368;Colin Falconer;Perle;P43_ACTION;;;V
369;Colin Falconer;Rafuiala 4.0 ;P43_ACTION;;;I
370;Colin Falconer;Rafuiala 4.0 ;P43_ACTION;;;II
371;Colin Falconer;Risc 3.0 ;P43_ACTION;;;III
372;Colin Falconer;Risc 4.5 ;P43_ACTION;;;IV
373;Colin Falconer;Teroare;P43_ACTION;;;V
374;Colin Falconer;Teroare;P43_ACTION;;;I
375;Colin Falconer;Venin;P43_ACTION;;;II
376;Colin Falconer;Venin;P43_ACTION;;;III
377;Colin Falconer;Xanadu;P43_ACTION;;;IV
378;Colin Falconer;Xanadu;P43_ACTION;;;I
379;Colin Forbes;Abis;P42_THRILLER;;;II
380;Colin Forbes;Abis;P42_THRILLER;;;III
381;Colin Forbes;Ambuscada la Palermo;P42_THRILLER;;;IV
382;Colin Forbes;Ambuscada la Palermo;P42_THRILLER;;;V
383;Colin Forbes;Cacealmaua;P42_THRILLER;;;I
384;Colin Forbes;Cacealmaua;P42_THRILLER;;;II
385;Colin Forbes;Fara crutare;P42_THRILLER;;;III
386;Colin Forbes;Fara crutare;P42_THRILLER;;;IV
387;Colin Forbes;Fuhrerul si damnatii;P42_THRILLER;;;V
388;Colin Forbes;Fuhrerul si damnatii;P42_THRILLER;;;I
389;Colin Forbes;Furia sangelui;P42_THRILLER;;;II
390;Colin Forbes;Furia sangelui;P42_THRILLER;;;III
391;Colin Forbes;Infruntarea ;P42_THRILLER;;;IV
392;Colin Forbes;Infruntarea 06 ;P42_THRILLER;;;V
393;Colin Forbes;Navele fantoma;P42_THRILLER;;;I
394;Colin Forbes;Navele fantoma;P42_THRILLER;;;II
395;Colin Forbes;Obiectivul 5;P42_THRILLER;;;III
396;Colin Forbes;Obiectivul 5;P42_THRILLER;;;IV
397;Colin Forbes;Omul cu doua fete;P42_THRILLER;;;V
398;Colin Forbes;Omul cu doua fete;P42_THRILLER;;;I
399;Colin Forbes;Pe muchie de cutit;P42_THRILLER;;;II
400;Colin Forbes;Pe muchie de cutit09 ;P42_THRILLER;;;III
401;Colin Forbes;Valul ucigas;P42_THRILLER;;;IV
402;Colin Forbes;Valul ucigas;P42_THRILLER;;;V
403;Colin Forbes;Vartejul 1.2 ;P42_THRILLER;;;I
404;Colin Forbes;Vartejul 1.2 ;P42_THRILLER;;;II
405;Colin P. Davies;Luptatorii;P22_PROSE_FICTION;;;III
406;Colin P. Davies;Luptatorii;P22_PROSE_FICTION;;;IV
407;Colin Turner;Nascut pentru succes ˙LF1_PERSONAL_DEVELOPMENT_CONTINUOUS_EDUCATION;;;;I
408;Colleen Hoover;Fara speranta ;P40_LOVE_ROMANTIC;;;II
409;Colleen Hoover;Fara speranta ;P40_LOVE_ROMANTIC;;;III
410;Colleen Hoover;Slam din dragoste pentru Layken ;P40_LOVE_ROMANTIC;;;IV
411;Colleen Hoover;Slam din dragoste pentru Layken ;P40_LOVE_ROMANTIC;;;V
412;Colleen Mccullough;Antoniu si Cleopatra;P40_LOVE_ROMANTIC;;;I
413;Colleen Mccullough;Antoniu si Cleopatra;P40_LOVE_ROMANTIC;;;II
414;Colleen Mccullough;Deschis Inchis;P40_LOVE_ROMANTIC;;;III
415;Colleen Mccullough;Deschis Inchis;P40_LOVE_ROMANTIC;;;IV
416;Colleen Mccullough;Doamnele din Missalonghi;P40_LOVE_ROMANTIC;;;V
417;Colleen Mccullough;Doamnele din Missalonghi;P40_LOVE_ROMANTIC;;;I
418;Colleen Mccullough;Obsesie indecenta;P40_LOVE_ROMANTIC;;;II
419;Colleen Mccullough;Obsesie indecenta;P40_LOVE_ROMANTIC;;;III
420;Colleen Mccullough;Pasarea Spin;P40_LOVE_ROMANTIC;;;IV
421;Colleen Mccullough;Pasarea Spin;P40_LOVE_ROMANTIC;;;V
422;Colleen Mccullough;Tim;P40_LOVE_ROMANTIC;;;I
423;Colleen Mccullough;Tim;P40_LOVE_ROMANTIC;;;II
424;Colum McCann;Treisprezece priviri diferite;P29_ENGLISH_LITERATURE;;;III
425;Colum McCann;Treisprezece priviri diferite;P29_ENGLISH_LITERATURE;;;IV
426;Commander X;Controlorii lumii;P47_MYSTERY;;;V
427;Commander X;Controlorii lumii;P47_MYSTERY;;;I
428;Commander X;Incredibilele tehnologii ale noii ordini sociale;P47_MYSTERY;;;II
429;Commander X;Incredibilele tehnologii ale noii ordini sociale09 ;P47_MYSTERY;;;III
430;Comornic;Adunare De Acatiste;BL_RELIGION;;;IV
431;Comornic;Adunare De Acatiste;BL_RELIGION;;;V
432;Connie Willis;Doomsday book 4.0 ;DP_PARANORMAL;;;I
433;Connie Willis;Doomsday book 4.0 ;DP_PARANORMAL;;;II
434;Connie Willis;Vanturile de la Marble Arch;P22_PROSE_FICTION;;;III
435;Connie Willis;Vanturile de la Marble Arch;P22_PROSE_FICTION;;;IV
436;Conor Mcpherson;Autoritati portuare ;P29_ENGLISH_LITERATURE;;;I
437;Conor Mcpherson;Autoritati portuare 08 ;P29_ENGLISH_LITERATURE;;;II
438;Conrad Jay Levinson;Guerilla creativity ;LF1_PERSONAL_DEVELOPMENT_CONTINUOUS_EDUCATION;;;III
439;Conrad Jay Levinson;Guerilla creativity 09 ;LF1_PERSONAL_DEVELOPMENT_CONTINUOUS_EDUCATION;;;IV
440;Constantin Acosmei;Jucaria mortului;P16_POETRY;;;V
441;Constantin Acosmei;Jucaria mortului;P16_POETRY;;;I
442;Constantin Arginteanu;Astrologia odinioara si azi ;BL3_RELIGIONS_OF_THE_WORLD;;;II
443;Constantin Arginteanu;Astrologia odinioara si azi 09 ;BL3_RELIGIONS_OF_THE_WORLD;;;III
444;Constantin Aslam;Istoria filosofiei ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;IV
445;Constantin Aslam;Istoria filosofiei 09 ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;V
446;Constantin Banu;Umbra soarelui 0.1 ;P29_ENGLISH_LITERATURE;;;I
447;Constantin Banu;Umbra soarelui 0.1 07 ;P29_ENGLISH_LITERATURE;;;II
448;Constantin Barbuceanu;Expresul de noapte;P20_DRAMA;;;III
449;Constantin Barbuceanu;Expresul de noapte;P20_DRAMA;;;IV
450;Constantin Barbuceanu;Femei singure;P40_LOVE_ROMANTIC;;;V
451;Constantin Barbuceanu;Femei singure;P40_LOVE_ROMANTIC;;;I
452;Constantin Barbuceanu;Gentlemanul schiop;P20_DRAMA;;;II
453;Constantin Barbuceanu;Gentlemanul schiop;P20_DRAMA;;;III
454;Constantin Barbuceanu;Samsarul;P29_ENGLISH_LITERATURE;;;IV
455;Constantin Barbuceanu;Samsarul;P29_ENGLISH_LITERATURE;;;V
456;Constantin Barbuceanu;Ultima spovedanie;P29_ENGLISH_LITERATURE;;;I
457;Constantin Barbuceanu;Ultima spovedanie;P29_ENGLISH_LITERATURE;;;II
458;Constantin Brancusi;Aforisme ;P52_APHORISMS;;;III
459;Constantin Brancusi;Aforisme 09 ;P52_APHORISMS;;;IV
460;Constantin Chirita;Intalnirea;P41_ADVENTURE;;;V
461;Constantin Chirita;Pasiuni;P41_ADVENTURE;;;I
462;Constantin Chirita;Pasiuni;P41_ADVENTURE;;;II
463;Constantin Cozmiuc;Acasa, prin nori ;P21_PROSE;;;III
464;Constantin Cozmiuc;Acasa, prin nori ;P21_PROSE;;;IV
465;Constantin Cozmiuc;La poarta timpului ;P21_PROSE;;;I
466;Constantin Cozmiuc;La poarta timpului 08 ;P21_PROSE;;;II
467;Constantin Cozmiuc;Poetul la masa de smarald ;P21_PROSE;;;III
468;Constantin Cozmiuc;Poetul la masa de smarald 08 ;P21_PROSE;;;IV
469;Constantin Crasnobaiev;Fierbea oceanul;P41_ADVENTURE;;;V
470;Constantin Crasnobaiev;Fierbea oceanul;P41_ADVENTURE;;;I
471;Constantin Cublesan;Iarba cerului;P22_PROSE_FICTION;;;II
472;Constantin Cublesan;Iarba cerului;P22_PROSE_FICTION;;;III
473;Constantin Cublesan;Nepasatoarele stele;P22_PROSE_FICTION;;;IV
474;Constantin Cublesan;Nepasatoarele stele;P22_PROSE_FICTION;;;V
475;Constantin Cublesan;Paradoxala Intoarcere;P22_PROSE_FICTION;;;I
476;Constantin Cublesan;Paradoxala Intoarcere;P22_PROSE_FICTION;;;II
477;Constantin D. Nicolau;Proba de foc. Amintiri;P46_WAR;;;III
478;Constantin D. Nicolau;Proba de foc. Amintiri;P46_WAR;;;IV
479;Constantin Daniel;Civilizatia Egiptului antic;F1_HISTORY;;;V
480;Constantin Daniel;Civilizatia Egiptului antic;F1_HISTORY;;;I
481;Constantin Daniel;Civilizatia Feniciana;F1_HISTORY;;;II
482;Constantin Daniel;Civilizatia Feniciana;F1_HISTORY;;;III
483;Constantin Daniel;Pe urmele vechilor civilizatii;F1_HISTORY;;;IV
484;Constantin Daniel;Pe urmele vechilor civilizatii;F1_HISTORY;;;V
485;Constantin Dobrogeanu Gherea;Neoiobagia ;F1_HISTORY;;;I
486;Constantin Dobrogeanu Gherea;Neoiobagia ;F1_HISTORY;;;II
487;Constantin Fantana;Sentinta;P29_ENGLISH_LITERATURE;;;III
488;Constantin Fantana;Sentinta;P29_ENGLISH_LITERATURE;;;IV
489;Constantin George;Poesii ;P16_POETRY;;;V
490;Constantin George;Poesii ;P16_POETRY;;;I
491;Constantin Gheorghita;Info Reiki;BL3_RELIGIONS_OF_THE_WORLD;;;II
492;Constantin Gheorghita;Info Reiki09 ;BL3_RELIGIONS_OF_THE_WORLD;;;III
493;Constantin Gheorghita;Manual Reiki 0.2 ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
494;Constantin Gheorghita;Manual Reiki 0.2 02 ;BL3_RELIGIONS_OF_THE_WORLD;;;I
495;Constantin Gornea;Razboiul coclonilor;P22_PROSE_FICTION;;;II
496;Constantin Gornea;Razboiul coclonilor;P22_PROSE_FICTION;;;III
497;Constantin Husanu;Erotica ;P45_EROTIC;;;IV
498;Constantin Husanu;Erotica ;P45_EROTIC;;;V
499;Constantin Husanu;Pastile contra mortii ;P29_ENGLISH_LITERATURE;;;I
500;Constantin Husanu;Pastile Contra Mortii 09 ;P29_ENGLISH_LITERATURE;;;II
501;Constantin Ignatescu;Agurida;F1_HISTORY;;;III
502;Constantin Ignatescu;Agurida;F1_HISTORY;;;IV
503;Constantin Jinga;Biblia Si Sacrul In Literatura 09 literatura ;P29_ENGLISH_LITERATURE;;;V
504;Constantin Jinga;Biblia si Sacrul In Literatura 09 literatura 09 ;P29_ENGLISH_LITERATURE;;;I
505;Constantin Jinga;Lantul de la bicicleta. Lecturi biblice parohiale ;BL_RELIGION;;;II
506;Constantin Jinga;Lantul de la bicicleta. Lecturi biblice parohiale 09 ;BL_RELIGION;;;III
507;Constantin Luntraru;A doua carte ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
508;Constantin Luntraru;A doua carte ;BL3_RELIGIONS_OF_THE_WORLD;;;V
509;Constantin Luntraru;Tatal si fiul ;BL3_RELIGIONS_OF_THE_WORLD;;;I
510;Constantin Luntraru;Tatal si fiul ;BL3_RELIGIONS_OF_THE_WORLD;;;II
511;Constantin Negruzzi;Alexandru Lapusneanu;F1_HISTORY;;;III
512;Constantin Negruzzi;Alexandru Lapusneanu;F1_HISTORY;;;IV
513;Constantin Negruzzi;Amintiri de junete;F1_HISTORY;;;V
514;Constantin Negruzzi;Amintiri de junete;F1_HISTORY;;;I
515;Constantin Negruzzi;Aprodul Purice;F1_HISTORY;;;II
516;Constantin Negruzzi;Aprodul Purice;F1_HISTORY;;;III
517;Constantin Negruzzi;Muza de la Burdujani;F1_HISTORY;;;IV
518;Constantin Negruzzi;Muza de la Burdujani;F1_HISTORY;;;V
519;Constantin Negruzzi;Negru pe alb;F1_HISTORY;;;I
520;Constantin Negruzzi;Negru pe alb;F1_HISTORY;;;II
521;Constantin Noica;Cuvant Impreuna despre rostirea romaneasca;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;III
522;Constantin Noica;Cuvant Impreuna despre rostirea romaneasca09 ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;IV
523;Constantin Noica;De Caelo ˙BD1_GENERAL_PHILOSOPHICAL_WORKS;;;;I
524;Constantin Noica;De Caelo ˙BD1_GENERAL_PHILOSOPHICAL_WORKS;;;;II
525;Constantin Noica;Despartirea de Goethe ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;III
526;Constantin Noica;Despre lautarism ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;IV
527;Constantin Noica;Despre lautarism 08 ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;V
528;Constantin Noica;Mathesis sau bucuriile simple ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;I
529;Constantin Noica;Mathesis sau bucuriile simple ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;II
530;Constantin Noica;Modelul cultural european ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;III
531;Constantin Noica;Modelul cultural european 09 ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;IV
532;Constantin Olteanu;Istoria militara a romanilor In secolul XX ;F1_HISTORY;;;V
533;Constantin Olteanu;Istoria militara a romanilor In secolul XX ;F1_HISTORY;;;I
534;Constantin Onofrasi;Monahul si psihiatrul ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;II
535;Constantin Onofrasi;Monahul si psihiatrul 09 ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;III
536;Constantin Onofrasi;Omul ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;IV
537;Constantin Onofrasi;Omul ;BD1_GENERAL_PHILOSOPHICAL_WORKS;;;V
538;Constantin Parfene;Mihai Eminescu. Note privind stilul publicisticii ;P29_ENGLISH_LITERATURE;;;I
539;Constantin Parfene;Mihai Eminescu. Note privind stilul publicisticii 09 ;P29_ENGLISH_LITERATURE;;;II
540;Constantin Sanatescu;Jurnalul generalului Sanatescu;AC1_COLLECTIONS_OF_MONOGRAPHS_ESSAYS;;;III
541;Constantin Sanatescu;Jurnalul generalului Sanatescu09 ;AC1_COLLECTIONS_OF_MONOGRAPHS_ESSAYS;;;IV
542;Constantin Scarlat;tarmul nevazut al Marii Negre ;P29_ENGLISH_LITERATURE;;;V
543;Constantin Scarlat;tarmul nevazut al Marii Negre 07 ;P29_ENGLISH_LITERATURE;;;I
544;Constantin Stamati;Domnia elefantului;P16_POETRY;;;II
545;Constantin Stamati;Domnia elefantului;P16_POETRY;;;III
546;Constantin Stamati;Omul si cerul;P16_POETRY;;;IV
547;Constantin Stamati;Omul si cerul;P16_POETRY;;;V
548;Constantin Streia;Haiducii 5.0 ;F1_HISTORY;;;I
549;Constantin Streia;Haiducii 5.0 ;F1_HISTORY;;;II
550;Constantin toiu;Galeria cu vita salbatica;P29_ENGLISH_LITERATURE;;;III
551;Constantin toiu;Galeria cu vita salbatica;P29_ENGLISH_LITERATURE;;;IV
552;Constantin Virgi Gheorghiu;Ard malurile Nistrului ;F1_HISTORY;;;I
553;Constantin Virgi Gheorghiu;Ard malurile Nistrului 08 ;F1_HISTORY;;;II
554;Constantin Virgil Banescu;Cainele, femeia si ocheada ;P16_POETRY;;;III
555;Constantin Virgil Banescu;Cainele, femeia si ocheada 09 ;P16_POETRY;;;IV
556;Cordwainer Smith;Lorzii instrumentalitatii ;P22_PROSE_FICTION;;;V
557;Cordwainer Smith;Lorzii instrumentalitatii ;P22_PROSE_FICTION;;;I
558;Corina Ozon;Noptile amantilor ;P45_EROTIC;;;II
559;Corina Ozon;Noptile amantilor 09 ;P45_EROTIC;;;III
560;Corina Ozon;Zilele amantilor ;P45_EROTIC;;;IV
561;Corina Ozon;Zilele amantilor 09 ;P45_EROTIC;;;V
562;Corinne Hofmann;Adio, Africa;P29_ENGLISH_LITERATURE;;;I
563;Corinne Hofmann;Adio, Africa;P29_ENGLISH_LITERATURE;;;II
564;Corinne Hofmann;Africa, dragostea mea;P29_ENGLISH_LITERATURE;;;III
565;Corinne Hofmann;Africa, dragostea mea;P29_ENGLISH_LITERATURE;;;IV
566;Corinne Hofmann;Indragostita de un masai ;P29_ENGLISH_LITERATURE;;;V
567;Corinne Hofmann;Indragostita de un masai 09 ;P29_ENGLISH_LITERATURE;;;I
568;Corinne Hofmann;Revedere In Barsaloi;P29_ENGLISH_LITERATURE;;;II
569;Corinne Hofmann;Revedere In Barsaloi;P29_ENGLISH_LITERATURE;;;III
570;Cormac Mccarthy;Calutii mei, caluti frumosi;P41_ADVENTURE;;;IV
571;Cormac Mccarthy;Calutii mei, caluti frumosi;P41_ADVENTURE;;;V
572;Cormac Mccarthy;Drumul;P41_ADVENTURE;;;I
573;Cormac Mccarthy;Drumul;P41_ADVENTURE;;;II
574;Cormac Mccarthy;Meridianul sangelui;P41_ADVENTURE;;;III
575;Cormac Mccarthy;Meridianul sangelui;P41_ADVENTURE;;;IV
576;Cormac Mccarthy;Nu exista tara pentru batrani;P41_ADVENTURE;;;V
577;Cormac Mccarthy;Nu exista tara pentru batrani;P41_ADVENTURE;;;I
578;Cornel Armeanu;Apel catre Intreaga natiune romana ;P21_PROSE;;;II
579;Cornel Armeanu;Apel catre Intreaga natiune romana ;P21_PROSE;;;III
580;Cornel Armeanu;Despre Cornel Armeanu ;P21_PROSE;;;IV
581;Cornel Armeanu;Despre Cornel Armeanu ;P21_PROSE;;;I
582;Cornel Armeanu;Mireasa mea din Alcatraz ;P21_PROSE;;;II
583;Cornel Armeanu;Mireasa mea din Alcatraz ;P21_PROSE;;;III
584;Cornel Armeanu;Transilvania ;P21_PROSE;;;IV
585;Cornel Armeanu;Transilvania ;P21_PROSE;;;V
586;Cornel Calugaru;Ramasag pe un sarut;P20_DRAMA;;;I
587;Cornel Calugaru;Ramasag pe un sarut;P20_DRAMA;;;II
588;Cornel Marginean;Omul cel trist ;P22_PROSE_FICTION;;;III
589;Cornel Marginean;Omul cel trist ;P22_PROSE_FICTION;;;IV
590;Cornel Mihai Ungureanu;Cursa speciala ;P21_PROSE;;;V
591;Cornel Mihai Ungureanu;Cursa speciala 09 ;P21_PROSE;;;I
592;Cornel Mihai Ungureanu;Doctoria ;P21_PROSE;;;II
593;Cornel Mihai Ungureanu;Doctoria ;P21_PROSE;;;III
594;Cornel Mihai Ungureanu;Drumul ;P21_PROSE;;;IV
595;Cornel Mihai Ungureanu;Drumul ;P21_PROSE;;;V
596;Cornel Mihai Ungureanu;Fluture ;P21_PROSE;;;I
597;Cornel Mihai Ungureanu;Fluture 09 ;P21_PROSE;;;II
598;Cornel Mihai Ungureanu;Pasii sarpelui ;P21_PROSE;;;III
599;Cornel Mihai Ungureanu;Pasii sarpelui ;P21_PROSE;;;IV
600;Cornel Mihai Ungureanu;Piatra ;P21_PROSE;;;V
601;Cornel Mihai Ungureanu;Piatra ;P21_PROSE;;;I
602;Cornel Mihai Ungureanu;Singuratate ;P21_PROSE;;;II
603;Cornel Mihai Ungureanu;Singuratate ;P21_PROSE;;;III
604;Cornel Mihai Ungureanu;Treptele din fata casei ;P21_PROSE;;;IV
605;Cornel Mihai Ungureanu;Treptele din fata casei ;P21_PROSE;;;V
606;Cornelia Funke;Inima de cerneala ;P29_ENGLISH_LITERATURE;;;I
607;Cornelia Funke;Inima de cerneala 07 ;P29_ENGLISH_LITERATURE;;;II
608;Corneliu Beda;Donaris se razbuna;P41_ADVENTURE;;;III
609;Corneliu Beda;Donaris se razbuna;P41_ADVENTURE;;;IV
610;Corneliu Beda;Taina cetatii;P41_ADVENTURE;;;I
611;Corneliu Beda;Taina cetatii;P41_ADVENTURE;;;II
612;Corneliu Buzinschi;Nuanta albastra a caderii;P20_DRAMA;;;III
613;Corneliu Buzinschi;Nuanta albastra a caderii07 ;P20_DRAMA;;;IV
614;Corneliu Florea;Patibularul Patapievici ;P29_ENGLISH_LITERATURE;;;V
615;Corneliu Florea;Patibularul Patapievici 07 ;P29_ENGLISH_LITERATURE;;;I
616;Corneliu Leu;Insulele ;P40_LOVE_ROMANTIC;;;II
617;Corneliu Leu;Insulele ;P40_LOVE_ROMANTIC;;;III
618;Corneliu Omescu;Planeta fara memorie;P22_PROSE_FICTION;;;IV
619;Corneliu Omescu;Planeta fara memorie;P22_PROSE_FICTION;;;V
620;Corneliu Radu Cadelcu;Detectivii de duminica;P20_DRAMA;;;I
621;Corneliu Radu Cadelcu;Detectivii de duminica;P20_DRAMA;;;II
622;Corneliu stefan;Drumul prin padure ;P29_ENGLISH_LITERATURE;;;III
623;Corneliu stefan;Drumul prin padure 06 ;P29_ENGLISH_LITERATURE;;;IV
624;Corneliu stefanache;Ruptura ;P29_ENGLISH_LITERATURE;;;V
625;Corneliu stefanache;Ruptura 06 ;P29_ENGLISH_LITERATURE;;;I
626;Corneliu stefanache;Ziua uitarii;P40_LOVE_ROMANTIC;;;II
627;Corneliu stefanache;Ziua uitarii;P40_LOVE_ROMANTIC;;;III
628;Corneliu Vadim Tudor;Lectia de istorie. La pupitru C.V.T. ;F1_HISTORY;;;IV
629;Corneliu Vadim Tudor;Lectia de istorie. La pupitru C.V.T. ;F1_HISTORY;;;V
630;Cornelius Ryan;Un pod prea Indepartat;P43_ACTION;;;I
631;Cornelius Ryan;Un pod prea Indepartat;P43_ACTION;;;II
632;Cory Doctorow;Cand Sysadminii conduceau lumea;P22_PROSE_FICTION;;;III
633;Cory Doctorow;Cand Sysadminii conduceau lumea;P22_PROSE_FICTION;;;IV
634;Cory Doctorow;Eu, robo barca;P22_PROSE_FICTION;;;V
635;Cory Doctorow;Eu, robo barca;P22_PROSE_FICTION;;;I
636;Cory Doctorow;Little Brother;P41_ADVENTURE;;;II
637;Cory Doctorow;Little Brother08 ;P41_ADVENTURE;;;III
638;Cosma Brasoveanu;Omul fara umbra;P20_DRAMA;;;IV
639;Cosma Brasoveanu;Omul fara umbra;P20_DRAMA;;;I
640;Cosma Brasoveanu;Un martor incomod;P20_DRAMA;;;II
641;Cosma Brasoveanu;Un martor incomod;P20_DRAMA;;;III
642;Cosmin Dragomir;Made In China ;P21_PROSE;;;IV
643;Cosmin Dragomir;Made In China 09 ;P21_PROSE;;;V
644;Cosmin stefanescu;Labirint apocaliptic ;P29_ENGLISH_LITERATURE;;;I
645;Cosmin stefanescu;Labirint apocaliptic 08 ;P29_ENGLISH_LITERATURE;;;II
646;Costache Caragata;Caietele tristetii ;AC1_COLLECTIONS_OF_MONOGRAPHS_ESSAYS;;;III
647;Costache Caragata;Caietele tristetii 08 ;AC1_COLLECTIONS_OF_MONOGRAPHS_ESSAYS;;;IV
648;Costache Conachi;Visul amoriului;P16_POETRY;;;V
649;Costache Conachi;Visul amoriului;P16_POETRY;;;I
650;Costel Babos;Calipsul ;P21_PROSE;;;II
651;Costel Babos;Calipsul ;P21_PROSE;;;III
652;Costel Babos;Petru din sticla ;P21_PROSE;;;IV
653;Costel Babos;Petru din sticla ;P21_PROSE;;;V
654;Costel Babos;Poveste neterminata cu o pisica moarta ;P21_PROSE;;;I
655;Costel Babos;Poveste neterminata cu o pisica moarta 09 ;P21_PROSE;;;II
656;Costel Babos;Povestind In drum spre oglinda ;P21_PROSE;;;III
657;Costel Babos;Povestind In drum spre oglinda 08 ;P21_PROSE;;;IV
658;Costel Babos;Rezervatia ;P21_PROSE;;;V
659;Costel Babos;Rezervatia 09 ;P21_PROSE;;;I
660;Costel Babos;Soldatul ;P21_PROSE;;;II
661;Costel Babos;Soldatul ;P21_PROSE;;;III
662;Costel Babos;Soldatul 09 ;P21_PROSE;;;IV
663;Costel Babos;Soldatul 09 ;P21_PROSE;;;V
664;Costel Babos;Un om din Wayfalua ;P21_PROSE;;;I
665;Costel Babos;Un om din Wayfalua 09 ;P21_PROSE;;;II
666;Costel Pricopie;Cuvioasa Lindia;P45_EROTIC;;;III
667;Costel Pricopie;Cuvioasa Lindia;P45_EROTIC;;;IV
668;Costi Gurgu;Ciuma de sticla ;P22_PROSE_FICTION;;;I
669;Costi Gurgu;Ciuma de sticla 09 ;P22_PROSE_FICTION;;;II
670;Costi Gurgu;Minunata Caoara ;P22_PROSE_FICTION;;;III
671;Costi Gurgu;Minunata Caoara 09 ;P22_PROSE_FICTION;;;IV
672;Costin Merisca;Tragedia Pitesti;AC1_COLLECTIONS_OF_MONOGRAPHS_ESSAYS;;;V
673;Costin Merisca;Tragedia Pitesti06 ;AC1_COLLECTIONS_OF_MONOGRAPHS_ESSAYS;;;I
674;Cotizo Draia;Genotip de lux ;P22_PROSE_FICTION;;;II
675;Cotizo Draia;Genotip de lux ;P22_PROSE_FICTION;;;III
676;Cotizo Draia;Hienele ;P22_PROSE_FICTION;;;IV
677;Cotizo Draia;Hienele ;P22_PROSE_FICTION;;;V
678;Cotizo Draia;Un tablou de Hatshepsut ;P22_PROSE_FICTION;;;I
679;Cotizo Draia;Un tablou de Hatshepsut ;P22_PROSE_FICTION;;;II
680;Cotizo Draia;Vineri In dimensiuni diferite ;P22_PROSE_FICTION;;;III
681;Cotizo Draia;Vineri In dimensiuni diferite ;P22_PROSE_FICTION;;;IV
682;Craig Thomas;Firefox;P43_ACTION;;;V
683;Craig Thomas;Firefox;P43_ACTION;;;I
684;Craig Thomas;Firefox down;P43_ACTION;;;II
685;Craig Thomas;Firefox down;P43_ACTION;;;III
686;Craig Thomas;Leopardul de mare;P43_ACTION;;;IV
687;Craig Thomas;Leopardul de mare;P43_ACTION;;;V
688;Crina Decuseara Bocsan;Povestiri despre Vlad tepes;F1_HISTORY;;;I
689;Crina Decuseara Bocsan;Povestiri despre Vlad tepes;F1_HISTORY;;;II
690;Cristache Gheorghiu;Intre doua idealuri ;P29_ENGLISH_LITERATURE;;;III
691;Cristache Gheorghiu;Intre doua idealuri 09 ;P29_ENGLISH_LITERATURE;;;IV
692;Cristache Gheorghiu;Memoriile unui catel adult ;P29_ENGLISH_LITERATURE;;;V
693;Cristache Gheorghiu;Memoriile unui catel adult ;P29_ENGLISH_LITERATURE;;;I
